measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f84,0.648,0.023342855200015455,0.600389121346631,0.03062481449195315,0.4447873015873016,0.7945845648604271,0.04327642708035776,0.02924018298215053
Hostility,1,SVM-linear,f84,0.647,0.022482091638556315,0.5944461862885633,0.028493102443365226,0.42886984126984123,0.8043382594417077,0.038197313510052455,0.030617437285845643
Hostility,1,SVM-rbf,f84,0.6473333333333333,0.021694853460363955,0.5940921405127603,0.026364411138166198,0.4264444444444445,0.806623973727422,0.033193226336533925,0.03093348889682831
Hostility,1,RandomForest,f84,0.565,0.02891558595482911,0.541919737881315,0.02919768703219105,0.47499047619047613,0.6299737274220033,0.03692458945096681,0.040678370208513163
Hostility,1,KNN,f84,0.6060000000000001,0.03097669374797052,0.5771629364465346,0.032545802296439566,0.4829714285714285,0.6947454844006568,0.03953750052921604,0.043360701707548965
Hostility,1,NaiveBayes,f84,0.6486666666666667,0.025742312768410425,0.6039199635418787,0.031448065259156555,0.45353015873015873,0.7894121510673235,0.041186567511889594,0.03170805413863628
Hostility,1,DecisionTree,f84,0.5653333333333334,0.028643401411921104,0.5424061022751575,0.028708979844731242,0.4757841269841269,0.6299737274220033,0.035991849249463,0.040678370208513163
Hostility,1,XGBoost,f84,0.6180000000000001,0.025042186627990605,0.5708404960842772,0.032730576642964006,0.4304380952380952,0.7532709359605911,0.04684153566377699,0.03492054399941494
Hostility,2,LogReg,"f84,f99",0.6496666666666667,0.024333333333333325,0.6023120966057333,0.0314675551302219,0.44636825396825397,0.7963054187192118,0.04300065847023476,0.030702985364734134
Hostility,2,SVM-linear,"f84,f99",0.647,0.022283526551144364,0.5931192801683997,0.027950952648330883,0.42488253968253964,0.8072019704433497,0.03631029399825007,0.0311389006285999
Hostility,2,SVM-rbf,"f84,f99",0.647,0.01980179565370554,0.5899237153165335,0.025914695315150078,0.41607619047619043,0.8135139573070607,0.03508240509703248,0.028262426029510315
Hostility,2,RandomForest,"f84,f99",0.6146666666666667,0.03745219174716838,0.5857575515467588,0.033945561624471876,0.4892444444444443,0.7050246305418719,0.03934377508506354,0.06542194550244321
Hostility,2,KNN,"f84,f99",0.6003333333333334,0.028923270139380074,0.5678146453262979,0.02919701137612029,0.4670285714285714,0.6964532019704432,0.04388436257838963,0.0523940005676501
Hostility,2,NaiveBayes,"f84,f99",0.59,0.016931233465600375,0.1640961740345363,0.10328913312663736,0.05414603174603174,0.9764761904761905,0.03666839877720119,0.014160537586508948
Hostility,2,DecisionTree,"f84,f99",0.5723333333333334,0.022854612955229284,0.5479490085793384,0.02082552813097832,0.475720634920635,0.641967159277504,0.029196384773629708,0.04191858940242198
Hostility,2,XGBoost,"f84,f99",0.6096666666666668,0.03652852766446155,0.5777139170171296,0.03504037969997627,0.47337142857142867,0.7079376026272579,0.037355734559903285,0.05877222354775008
Hostility,3,LogReg,"f84,f99,f15",0.649,0.022854612955229246,0.6006841149162838,0.03071510979308703,0.44318730158730163,0.7974515599343185,0.04324555141640751,0.02730097753359514
Hostility,3,SVM-linear,"f84,f99,f15",0.6456666666666667,0.021241991955139743,0.5914880194015308,0.02668507330714267,0.423263492063492,0.8060525451559934,0.034850645012652684,0.030038466750375685
Hostility,3,SVM-rbf,"f84,f99,f15",0.6423333333333334,0.024269322199023193,0.5800709490088938,0.03138321327000834,0.40020952380952374,0.8169490968801314,0.03609041081204971,0.03038686036758535
Hostility,3,RandomForest,"f84,f99,f15",0.6053333333333333,0.03380335289089923,0.568447789670696,0.036978672633204174,0.4543047619047618,0.7142528735632183,0.04445922702005695,0.049528887815485784
