measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f442,0.682,0.005999999999999972,0.0,0.0,0.0,1.0,0.0,0.0
Hostility,1,SVM-linear,f442,0.682,0.005999999999999972,0.0,0.0,0.0,1.0,0.0,0.0
Hostility,1,SVM-rbf,f442,0.682,0.005999999999999972,0.0,0.0,0.0,1.0,0.0,0.0
Hostility,1,RandomForest,f442,0.6479999999999999,0.03600000000000001,0.25997566463970573,0.09680199927159219,0.10708333333333334,0.9005042016806722,0.04919667163538607,0.04699906169291174
Hostility,1,KNN,f442,0.6319999999999999,0.03370459909270544,0.39397564464562634,0.13386776551394192,0.2379166666666667,0.8152100840336134,0.11731146221348818,0.05280153652809185
Hostility,1,NaiveBayes,f442,0.32399999999999995,0.017435595774162697,0.038661818181818186,0.06251560556247517,0.99375,0.011764705882352941,0.01875,0.019509557590325882
Hostility,1,DecisionTree,f442,0.6439999999999999,0.03773592452822643,0.25839758686416675,0.09819379616876255,0.10708333333333334,0.8946218487394958,0.04919667163538607,0.047062124734149224
Hostility,1,XGBoost,f442,0.6559999999999999,0.0397994974842648,0.26200869351406403,0.12773669599734377,0.10708333333333334,0.9121008403361344,0.05658235148878137,0.039221648206269756
Hostility,2,LogReg,"f442,f451",0.6799999999999999,0.008944271909999142,0.0,0.0,0.0,0.9970588235294118,0.0,0.008823529411764707
Hostility,2,SVM-linear,"f442,f451",0.682,0.005999999999999972,0.0,0.0,0.0,1.0,0.0,0.0
Hostility,2,SVM-rbf,"f442,f451",0.68,0.008944271909999142,0.0,0.0,0.0,0.9970588235294118,0.0,0.008823529411764707
Hostility,2,RandomForest,"f442,f451",0.566,0.05063595560468866,0.37327227751910175,0.12753530624756862,0.25916666666666666,0.7096638655462185,0.12469128544796812,0.04825351747815799
Hostility,2,KNN,"f442,f451",0.6479999999999999,0.039191835884530846,0.42194512980559723,0.09530048973549667,0.23875000000000002,0.8386554621848739,0.08686375826545845,0.03796422520361855
Hostility,2,NaiveBayes,"f442,f451",0.31799999999999995,0.030265491900843117,0.038661818181818186,0.06251560556247517,0.9737500000000001,0.011764705882352941,0.06084046761818977,0.019509557590325882
Hostility,2,DecisionTree,"f442,f451",0.5539999999999999,0.07045565981523415,0.3999340868399194,0.1220268952179929,0.30333333333333334,0.6715126050420168,0.13297869503545798,0.07990836677099887
Hostility,2,XGBoost,"f442,f451",0.584,0.0397994974842648,0.3541967818718478,0.15907014768732983,0.23875000000000002,0.7447899159663866,0.14158146947958974,0.03537615515636682
Hostility,3,LogReg,"f442,f451,f423",0.682,0.01077032961426898,0.039152535301880204,0.07843232035196956,0.0125,0.9941176470588236,0.025000000000000005,0.017647058823529415
