feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.059499999999999845,0.0002171532846715323,274.0,1.0,3.0,1,SVM-rbf
f1,4.10225,0.00485473372781065,845.0,0.0,80.0,1,SVM-rbf
f10,3.036,0.003139607032057911,967.0,0.0,60.0,1,SVM-rbf
f11,2.7990000000000004,0.0033085106382978726,846.0,0.0,79.0,1,SVM-rbf
f12,0.05199999999999995,0.0003354838709677416,155.0,1.0,1.0,1,SVM-rbf
f13,3.6244999999999994,0.00457061790668348,793.0,0.0,81.0,1,SVM-rbf
f14,0.028000000000000025,0.0008000000000000007,35.0,1.0,1.0,1,SVM-rbf
f15,2.714749999999999,0.002891107561235356,939.0,0.0,74.0,1,SVM-rbf
f16,2.9845,0.0040222371967654985,742.0,0.0,70.0,1,SVM-rbf
f17,4.2525,0.0045095440084835636,943.0,0.0,85.0,1,SVM-rbf
f18,0.31525000000000014,0.0005142740619902123,613.0,1.0,13.0,1,SVM-rbf
f19,3.2160000000000006,0.0034692556634304214,927.0,0.0,79.0,1,SVM-rbf
f2,2.9792500000000004,0.0035050000000000003,850.0,0.0,76.0,1,SVM-rbf
f20,-0.016749999999999987,-0.0003988095238095235,42.0,1.0,0.0,1,SVM-rbf
f21,-0.01924999999999999,-0.000469512195121951,41.0,1.0,0.0,1,SVM-rbf
f22,-0.0019999999999999463,-0.00018181818181817693,11.0,1.0,0.0,1,SVM-rbf
f23,-0.01024999999999987,-0.0012812499999999838,8.0,1.0,0.0,1,SVM-rbf
f24,-0.022249999999999964,-0.0027812499999999955,8.0,1.0,0.0,1,SVM-rbf
f25,-0.010749999999999982,-0.0004673913043478253,23.0,1.0,0.0,1,SVM-rbf
f26,-0.007749999999999979,-0.0009687499999999974,8.0,1.0,0.0,1,SVM-rbf
f27,0.013250000000000012,0.0003785714285714289,35.0,1.0,1.0,1,SVM-rbf
f28,-0.011750000000000038,-0.0023500000000000075,5.0,1.0,0.0,1,SVM-rbf
f29,-0.0032500000000000306,-0.00017105263157894899,19.0,1.0,0.0,1,SVM-rbf
f3,2.8110000000000004,0.002987247608926674,941.0,0.0,67.0,1,SVM-rbf
f30,,,,,,1,SVM-rbf
f31,,,,,,1,SVM-rbf
f32,1.5357499999999997,0.0016913546255506605,908.0,0.0,47.0,1,SVM-rbf
f33,,,,,,1,SVM-rbf
f34,,,,,,1,SVM-rbf
f35,,,,,,1,SVM-rbf
f36,,,,,,1,SVM-rbf
f37,,,,,,1,SVM-rbf
f38,,,,,,1,SVM-rbf
f39,0.40200000000000025,0.001309446254071662,307.0,1.0,13.0,1,SVM-rbf
f4,0.03175000000000011,0.00034510869565217514,92.0,1.0,1.0,1,SVM-rbf
f40,,,,,,1,SVM-rbf
f41,,,,,,1,SVM-rbf
f42,0.21774999999999967,0.00047440087145969427,459.0,0.0,7.0,1,SVM-rbf
f43,0.01849999999999987,0.0001468253968253958,126.0,0.0,0.0,1,SVM-rbf
f44,0.5212500000000001,0.0005759668508287294,905.0,0.0,17.0,1,SVM-rbf
f45,-0.0022500000000000506,-1.04166666666669e-05,216.0,0.0,0.0,1,SVM-rbf
f46,0.4022499999999996,0.0004754728132387702,846.0,0.0,13.0,1,SVM-rbf
f47,0.24175000000000008,0.0005881995133819953,411.0,1.0,11.0,1,SVM-rbf
f48,0.4465000000000001,0.0004368884540117418,1022.0,0.0,21.0,1,SVM-rbf
f49,-0.008500000000000119,-5.246913580246987e-05,162.0,0.0,0.0,1,SVM-rbf
