feature,kDN_importances,kDN_importances_norm,count_vars,kDN_removed_count,kDN_fixed_count,fold,model
f0,0.17249999999999985,0.0010207100591715966,169.0,1.0,6.0,1,SVM-rbf
f1,0.17949999999999966,0.0006126279863481217,293.0,1.0,9.0,1,SVM-rbf
f10,1.1875000000000002,0.002875302663438257,413.0,1.0,39.0,1,SVM-rbf
f11,0.07850000000000007,0.0007405660377358497,106.0,1.0,4.0,1,SVM-rbf
f12,1.2200000000000002,0.0022181818181818184,550.0,0.0,60.0,1,SVM-rbf
f13,-0.03150000000000003,-0.0031500000000000026,10.0,1.0,0.0,1,SVM-rbf
f14,-0.01799999999999996,-0.0025714285714285657,7.0,1.0,0.0,1,SVM-rbf
f15,0.3675000000000005,0.0011002994011976063,334.0,1.0,15.0,1,SVM-rbf
f16,0.023000000000000076,0.00043396226415094485,53.0,1.0,1.0,1,SVM-rbf
f17,1.8400000000000007,0.004181818181818183,440.0,0.0,58.0,1,SVM-rbf
f18,0.03699999999999998,0.0004404761904761902,84.0,1.0,1.0,1,SVM-rbf
f19,0.8989999999999989,0.003089347079037797,291.0,0.0,35.0,1,SVM-rbf
f2,0.021500000000000075,0.0005972222222222242,36.0,1.0,0.0,1,SVM-rbf
f20,0.03199999999999975,0.0007441860465116221,43.0,1.0,1.0,1,SVM-rbf
f21,0.1140000000000001,0.0005181818181818187,220.0,1.0,5.0,1,SVM-rbf
f22,1.5005000000000006,0.0024925249169435227,602.0,0.0,62.0,1,SVM-rbf
f23,1.3455,0.002482472324723247,542.0,0.0,44.0,1,SVM-rbf
f24,0.012999999999999956,0.0003714285714285702,35.0,1.0,1.0,1,SVM-rbf
f25,-0.014000000000000068,-0.00041176470588235497,34.0,1.0,0.0,1,SVM-rbf
f26,0.09799999999999992,0.0018148148148148134,54.0,1.0,3.0,1,SVM-rbf
f27,0.14899999999999985,0.0007339901477832505,203.0,1.0,9.0,1,SVM-rbf
f28,0.007500000000000007,0.0004411764705882357,17.0,1.0,0.0,1,SVM-rbf
f29,-0.011499999999999955,-0.0010454545454545413,11.0,1.0,0.0,1,SVM-rbf
f3,0.347,0.00172636815920398,201.0,1.0,13.0,1,SVM-rbf
f30,-0.020000000000000018,-0.0020000000000000018,10.0,1.0,0.0,1,SVM-rbf
f31,-0.019999999999999962,-0.009999999999999981,2.0,1.0,0.0,1,SVM-rbf
f32,-0.022000000000000047,-0.00025287356321839133,87.0,1.0,0.0,1,SVM-rbf
f33,-0.000500000000000056,-6.2500000000007e-05,8.0,1.0,0.0,1,SVM-rbf
f34,-0.03150000000000003,-0.0007325581395348844,43.0,1.0,0.0,1,SVM-rbf
f35,-0.014999999999999958,-0.0037499999999999895,4.0,1.0,0.0,1,SVM-rbf
f36,-0.021999999999999964,-0.0013749999999999978,16.0,1.0,0.0,1,SVM-rbf
f37,-0.01100000000000001,-0.002200000000000002,5.0,1.0,0.0,1,SVM-rbf
f38,-0.0030000000000000027,-0.00010714285714285723,28.0,1.0,0.0,1,SVM-rbf
f39,-0.013499999999999984,-0.0006428571428571421,21.0,1.0,0.0,1,SVM-rbf
f4,-0.024500000000000022,-0.0010652173913043488,23.0,1.0,0.0,1,SVM-rbf
